31,1,1,2,1,0,3,3,0,3,1,0,0,2,0,0,1,1,4,0,0,1,0,0,0,2
32,1,3,3,0,0,1,2,3,1,1,1,0,0,2,3,0,4,3,4,1,2,2,2,3,0
33,2,1,0,1,0,2,0,1,1,0,0,1,2,0,0,1,1,0,2,4,0,0,1,0,0
34,3,2,2,0,2,3,2,1,3,2,0,2,5,2,1,2,1,3,3,1,5,2,1,2,0
35,2,0,2,2,2,1,0,0,1,6,4,2,4,3,3,5,1,1,2,2,3,5,4,2,0
36,0,0,1,0,1,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2
37,2,2,0,0,2,2,2,2,2,4,2,1,3,0,0,3,3,2,0,3,3,1,0,1,3
38,3,0,0,1,2,3,3,3,2,3,0,1,1,1,3,0,0,1,2,2,2,4,0,3,2
39,3,1,1,0,0,2,6,1,7,0,1,1,1,0,1,2,2,1,0,0,2,2,1,2,2
40,0,1,6,1,4,1,1,1,2,0,2,0,0,2,1,1,1,2,2,0,0,1,1,3,3
41,3,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,2,0,0,0,3,5,0,1,0
42,1,1,3,0,2,1,2,2,4,2,1,0,1,5,1,5,6,1,2,0,5,4,5,2,4
43,2,2,3,1,2,2,1,1,2,5,3,1,4,2,3,5,2,5,1,1,3,1,7,3,1
44,0,0,1,0,0,1,2,1,0,1,0,0,0,2,0,1,2,0,1,0,1,1,0,1,2
45,1,3,2,1,1,0,0,0,0,2,2,2,1,0,1,0,1,0,1,1,1,2,2,1,0
46,1,3,0,3,3,1,1,2,0,1,5,4,5,2,3,0,0,1,1,2,0,2,0,1,1
47,1,5,3,0,0,5,5,0,2,5,2,3,3,2,2,2,3,3,3,1,8,3,1,1,0
48,1,0,2,0,0,2,7,1,3,1,0,1,2,0,2,1,1,3,0,1,0,0,0,2,9
49,4,1,0,0,1,2,3,1,1,0,2,2,3,1,1,3,1,4,1,2,3,4,2,3,4
50,0,3,2,0,1,2,4,3,0,2,1,2,2,2,3,1,2,1,2,1,3,3,1,1,0
51,1,2,1,0,0,8,8,0,2,0,0,3,1,0,1,1,0,0,1,1,1,1,0,1,1
52,0,1,0,1,0,0,3,1,0,1,0,2,1,0,1,0,1,2,0,5,1,1,1,1,2
53,3,2,2,1,0,5,5,1,0,1,0,1,4,1,2,1,1,0,1,0,0,1,1,0,1
54,2,0,1,7,5,1,1,3,0,2,0,0,3,4,3,1,2,1,6,1,7,1,5,1,0
55,1,4,6,2,4,1,2,2,1,4,0,2,3,1,4,3,1,1,1,1,2,2,1,0,2
56,3,2,2,3,4,1,2,4,1,6,7,3,1,4,2,1,2,0,3,0,3,0,4,0,0
57,0,0,2,1,0,0,0,0,0,1,1,1,1,0,2,0,0,1,1,0,2,2,0,1,1
58,1,0,3,2,3,3,4,1,3,5,2,0,2,0,3,1,2,1,1,1,1,2,3,0,0
59,1,0,3,4,5,2,0,0,0,4,2,0,2,2,2,3,1,3,3,2,3,4,3,2,0
60,0,4,1,0,1,0,1,0,0,0,1,2,0,2,1,0,1,1,1,0,1,2,1,2,2
61,1,0,0,3,1,2,5,0,5,0,1,2,3,0,4,0,2,1,4,1,1,2,0,0,1
62,2,0,1,0,1,0,1,2,1,0,0,0,1,0,1,1,0,0,2,2,1,0,0,3,0
63,0,0,2,0,0,4,4,0,3,1,0,0,1,0,0,0,11,1,1,2,1,3,2,0,7
64,3,2,4,2,1,4,5,1,0,1,1,0,3,2,1,0,2,2,2,0,4,7,0,0,5
65,3,2,0,0,0,1,1,1,2,0,1,2,1,0,4,0,2,3,2,4,1,0,2,2,1
66,1,0,2,0,2,1,4,3,0,2,0,1,2,1,3,1,1,2,4,1,2,4,2,2,2
67,0,3,3,1,0,0,2,1,1,2,1,3,0,1,1,2,0,0,3,0,1,0,0,1,2
68,3,0,2,1,3,0,0,2,2,6,1,0,2,4,3,7,2,1,1,1,3,1,4,1,0
69,1,0,3,1,0,0,0,2,0,1,1,0,1,1,1,1,4,2,1,0,2,1,0,0,0
70,1,2,3,0,1,1,3,1,0,0,1,4,1,3,4,1,2,1,1,1,3,2,0,0,3
71,2,1,1,2,1,0,1,1,1,0,1,2,0,4,1,3,1,3,2,2,4,2,1,2,0
72,0,1,1,0,2,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,3,2,1,0
73,1,0,1,0,1,0,0,0,0,1,1,0,2,2,0,0,0,1,6,1,2,0,3,0,0
74,1,0,1,4,2,0,1,1,0,0,3,1,1,5,1,0,0,0,4,1,2,2,1,0,3
75,0,1,1,2,1,2,2,4,1,1,1,0,0,1,4,4,2,2,1,1,2,4,1,1,0
76,3,0,2,2,6,1,1,3,6,1,1,0,4,2,1,2,7,0,2,0,5,1,4,0,1
77,6,0,4,1,0,4,7,0,6,1,0,0,2,1,2,2,2,1,0,2,2,4,1,1,1
78,0,4,0,0,1,1,0,1,0,1,0,6,0,0,3,0,1,2,0,3,0,2,0,1,2
79,2,1,2,1,4,2,2,0,3,4,1,0,2,7,0,5,4,1,3,0,4,2,3,0,2
80,0,1,3,3,1,4,2,1,1,4,2,2,1,1,2,3,1,3,1,0,3,4,1,0,6
81,3,0,2,0,1,4,5,0,6,1,0,0,1,1,3,2,3,0,1,0,0,2,0,2,4
82,0,4,1,2,4,1,4,0,1,0,1,1,0,2,4,2,1,4,0,2,2,2,0,2,0
83,1,1,3,2,0,2,4,1,2,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
84,2,3,1,1,0,0,0,2,1,1,1,1,1,1,5,1,2,1,2,2,0,1,0,2,0
85,1,4,3,0,0,1,0,1,1,0,0,0,1,5,1,0,1,3,4,0,3,1,1,0,0
86,1,2,1,2,0,4,3,2,0,0,2,2,2,2,2,0,0,2,2,1,2,0,0,1,7
87,1,3,3,1,0,3,4,2,1,1,1,0,1,1,2,2,0,1,2,2,1,0,0,0,2
88,1,3,1,0,0,5,2,3,2,2,0,8,4,0,0,1,1,0,3,2,0,0,0,1,1
89,1,0,1,0,0,3,2,1,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,2,1
90,1,0,3,1,0,2,3,1,0,2,0,0,0,0,3,0,3,0,0,0,2,5,0,0,3
91,2,1,0,1,2,0,1,1,0,1,3,3,0,1,2,1,4,0,3,1,1,0,1,0,0
92,2,0,2,5,4,0,1,0,0,0,2,0,0,0,3,1,0,3,3,0,1,1,0,1,0
93,1,0,0,2,0,0,0,0,0,1,5,0,0,0,2,0,2,0,1,0,1,1,1,2,0
94,2,2,1,5,1,0,4,3,1,0,1,3,3,1,4,2,3,1,2,8,0,0,1,0,2
95,3,0,5,0,2,1,2,3,4,2,1,0,2,3,1,6,4,3,1,1,5,1,0,1,1
96,4,0,3,0,1,1,2,1,0,0,2,0,0,3,3,0,0,1,2,0,1,1,3,0,1
97,3,1,4,2,4,0,1,3,1,3,3,4,4,0,1,1,0,2,1,1,2,2,2,1,2
98,2,4,1,3,2,2,0,1,0,2,2,1,3,4,1,4,1,2,1,3,2,3,3,2,0
99,1,1,2,1,0,4,4,1,0,0,1,0,0,0,3,2,0,0,0,1,0,2,0,0,2
100,2,0,1,5,4,0,0,2,0,4,5,0,2,1,2,1,1,2,6,1,4,2,2,4,0
101,1,0,0,0,0,0,1,0,0,1,2,3,0,3,0,0,0,0,2,1,0,0,0,1,0
102,0,1,3,9,5,0,2,0,1,6,3,2,1,4,3,1,3,0,4,0,1,1,1,2,2
103,3,1,1,3,1,0,1,1,1,2,3,1,3,4,3,4,1,1,2,0,2,4,2,0,1
104,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,1
105,8,0,4,0,3,3,2,2,3,3,1,0,2,3,0,3,1,4,3,1,4,0,3,2,4
106,0,2,5,1,4,1,3,1,0,0,0,2,4,0,3,1,1,3,1,0,2,3,0,1,6
107,2,1,1,2,0,1,2,2,0,2,1,4,0,2,0,0,2,1,0,2,1,2,0,0,3
108,2,1,2,3,2,0,2,2,2,1,3,3,2,2,2,1,0,4,4,1,2,2,4,0,0
109,0,0,1,5,1,0,2,1,1,1,1,1,1,0,1,0,0,1,0,3,2,0,1,3,1
110,0,1,2,0,1,2,2,1,0,1,1,0,1,0,0,0,0,3,0,0,2,0,1,1,0
111,2,3,3,0,1,2,2,0,1,0,0,3,0,1,3,1,0,0,1,1,0,2,0,1,0
112,1,1,1,1,0,0,2,2,2,1,0,4,5,1,1,0,0,1,2,1,3,0,1,2,1
113,4,0,0,3,4,0,0,0,0,1,1,1,2,3,3,0,0,3,1,1,5,1,1,3,0
114,1,0,2,0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,2,0,4
115,2,2,1,1,2,0,2,2,2,3,3,0,2,0,0,2,2,0,1,0,2,1,1,0,1
116,2,5,2,0,1,0,2,4,0,2,0,3,4,3,4,2,0,6,1,0,1,2,0,0,2
117,2,0,7,1,0,4,8,1,3,2,2,0,2,5,4,1,3,2,1,1,0,5,0,1,4
118,2,2,7,1,0,3,3,7,5,6,3,0,3,1,2,3,8,3,5,0,2,2,3,1,1
119,1,3,3,6,3,0,1,3,1,4,6,0,5,2,3,3,0,1,5,1,5,2,1,3,0
120,5,0,3,2,4,1,2,3,3,5,2,0,6,4,6,5,8,6,2,2,7,0,3,2,0
121,3,2,1,2,7,1,3,5,6,4,1,1,6,3,4,1,4,1,2,3,9,2,0,0,0
122,3,1,3,1,4,3,6,1,8,4,2,0,4,4,5,3,7,5,2,1,4,1,4,2,1
123,0,1,2,3,1,0,0,2,0,1,4,3,2,0,2,1,0,1,1,2,1,0,1,1,0
124,2,3,1,0,0,1,1,2,2,0,2,1,1,0,3,0,1,2,1,0,2,1,0,0,3
125,2,1,2,0,1,3,1,0,2,4,0,1,4,1,5,5,6,8,0,0,0,2,3,1,2
126,0,1,5,1,2,6,9,2,6,2,0,0,2,3,4,2,3,2,1,1,3,3,2,1,3
127,4,0,1,0,1,3,3,2,3,1,0,0,2,3,2,1,3,0,1,1,3,3,2,2,1
128,1,0,1,0,0,0,1,4,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1
129,0,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
130,2,1,3,1,3,2,1,2,0,5,4,1,3,3,4,4,2,1,2,4,6,3,9,1,1
131,3,0,3,4,8,2,1,2,2,3,1,0,3,5,1,5,6,1,3,1,3,1,3,3,0
132,0,0,2,0,1,0,1,2,0,1,2,0,1,0,1,1,0,0,0,0,0,1,0,2,0
133,3,1,3,2,4,2,5,2,3,2,2,1,3,2,2,3,7,1,2,1,2,1,0,2,0
134,1,4,6,0,0,5,5,1,4,0,0,0,1,2,2,1,3,0,0,3,0,2,0,2,3
135,0,4,0,3,1,0,0,2,0,2,2,1,2,1,1,1,0,3,1,0,0,0,1,0,0
136,1,1,1,1,1,0,2,1,0,0,0,1,3,1,0,0,0,2,0,1,0,0,1,0,3
137,0,1,3,0,0,1,1,1,0,0,1,3,0,0,4,2,1,1,1,1,0,2,1,2,2
138,9,0,0,2,3,1,2,0,8,6,0,0,1,3,0,2,9,1,2,0,2,1,1,0,4
139,2,3,0,0,0,0,0,2,1,1,0,1,1,0,5,1,2,5,0,1,0,3,1,3,7
140,1,0,2,0,0,3,2,0,2,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0
141,1,5,1,2,2,3,3,1,2,2,0,0,2,2,3,1,4,2,1,0,2,0,3,2,3
142,1,1,1,2,3,3,7,2,0,2,1,3,1,1,2,0,1,1,2,0,1,4,1,0,4
143,2,1,1,1,1,3,3,1,1,1,1,3,2,1,1,0,4,2,1,1,4,0,4,2,1
144,1,1,2,0,4,4,3,0,2,0,1,2,2,1,1,0,1,1,3,1,0,2,2,1,2
145,3,0,1,2,1,0,4,2,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1
146,3,0,2,3,0,1,5,1,6,1,1,2,5,3,0,3,4,1,4,0,5,0,5,1,5
147,0,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,0,3,0,2,3,0,2,1,0
148,0,1,4,3,1,4,1,1,3,1,1,1,1,1,3,2,3,4,0,5,4,2,1,3,2
149,0,0,1,2,0,0,3,0,3,1,0,0,0,0,1,2,1,3,0,0,1,1,1,0,0
150,2,0,3,1,2,2,1,0,2,1,0,1,1,2,2,1,1,3,0,3,2,0,2,2,6
151,1,1,2,0,0,2,3,1,2,0,0,2,0,0,0,2,0,1,0,1,3,4,1,1,5
152,0,3,2,0,0,2,1,2,0,2,1,2,0,2,2,1,0,2,1,1,3,0,2,1,3
153,3,2,2,0,3,1,2,2,1,1,0,0,2,1,3,1,1,0,1,1,0,3,1,3,0
154,0,3,2,1,1,1,3,0,0,0,0,2,1,1,0,3,2,1,0,0,0,1,1,2,2
155,3,1,2,0,0,1,1,0,1,2,0,3,4,4,5,4,2,3,1,1,4,3,2,2,0
156,6,0,5,1,9,4,1,5,11,6,1,0,7,1,6,4,8,1,3,2,8,3,3,2,2
157,1,0,1,7,3,1,3,1,0,1,4,4,2,2,3,0,2,2,0,2,2,3,2,1,2
158,1,0,2,0,5,1,1,1,11,3,0,3,5,1,1,4,7,1,2,1,10,5,1,1,0
159,4,0,3,1,3,5,5,2,2,2,0,1,1,4,4,2,4,1,1,1,3,2,0,2,6
160,0,1,3,2,0,0,2,2,0,0,0,3,0,1,1,1,0,1,1,2,1,3,2,2,0
161,2,1,2,1,4,1,2,0,1,3,1,1,0,4,1,2,3,0,1,1,1,1,3,4,0
162,1,0,4,1,0,2,6,3,0,1,2,2,3,1,3,0,1,3,0,5,1,0,1,0,1
163,0,1,1,1,1,3,3,0,1,0,0,1,0,0,1,0,0,0,2,1,1,0,0,2,1
164,1,1,2,1,4,1,4,0,3,1,0,0,1,4,2,1,1,2,3,1,1,3,0,3,5
165,1,2,1,0,0,7,4,0,4,0,0,2,0,0,1,1,1,1,2,0,0,2,1,1,4
166,1,5,3,0,2,1,1,1,0,1,1,1,2,1,2,2,0,0,2,0,1,4,0,1,1
167,2,2,0,1,1,0,3,2,1,2,4,3,1,1,1,2,0,0,1,1,1,3,1,0,0
168,0,0,1,1,2,2,2,2,0,1,1,9,2,4,2,0,1,1,3,2,3,0,0,1,3
169,0,1,4,0,2,1,4,3,4,4,2,0,3,2,4,3,4,1,3,2,3,4,3,0,1
170,0,2,0,1,2,2,6,0,1,0,1,5,0,1,1,2,1,0,1,0,1,3,0,0,4
171,2,2,4,3,2,4,2,0,2,0,0,2,2,2,1,1,2,1,2,2,0,2,0,1,7
172,0,1,2,1,1,1,1,2,4,2,1,0,0,0,3,1,3,0,1,1,0,2,0,1,0
173,1,3,3,2,2,0,1,1,0,0,2,6,1,0,1,2,1,0,0,1,1,3,2,0,2
174,3,0,2,1,0,0,0,6,0,1,0,2,2,2,0,1,1,3,1,2,3,1,2,2,0
175,4,0,5,0,2,3,3,0,4,3,0,0,3,3,4,4,2,1,2,1,2,0,2,2,2
176,0,5,3,0,2,0,2,1,0,2,4,1,0,0,1,2,1,1,1,0,2,1,0,0,2
177,1,0,1,5,5,2,2,3,3,4,4,1,6,5,4,2,3,2,4,1,3,1,2,0,1
178,3,4,4,1,2,2,2,1,0,2,1,2,3,1,2,0,1,1,0,1,3,2,0,1,1
179,2,1,3,1,0,1,0,4,1,1,2,4,4,0,1,1,1,0,3,3,1,3,2,3,0
180,4,5,1,2,1,0,0,2,0,2,2,1,2,2,1,2,2,1,1,0,1,1,1,0,3
181,0,1,4,6,5,4,2,3,0,4,1,2,1,5,4,2,2,1,7,1,3,2,6,2,1
182,0,0,2,1,1,2,1,2,0,1,1,2,1,0,4,0,1,2,0,0,0,1,1,0,0
183,0,1,1,3,1,0,2,1,1,2,7,0,3,2,3,0,1,0,3,0,3,0,3,0,2
184,2,0,2,0,1,0,1,5,0,0,1,0,2,1,0,2,0,1,2,1,3,1,0,2,0
185,0,0,0,6,2,0,2,0,1,2,1,3,3,0,4,3,1,3,5,2,3,1,1,6,2
186,0,3,1,1,0,1,5,1,2,0,0,5,1,3,5,2,0,5,1,0,0,3,2,0,1
187,0,1,1,4,6,0,0,1,2,4,5,0,6,4,2,3,1,1,3,3,3,1,4,4,1
188,1,2,1,1,1,1,0,1,0,3,1,2,1,1,1,2,2,1,0,2,0,0,1,1,2
189,1,1,0,3,0,2,2,1,0,0,1,4,1,0,1,0,1,1,1,1,1,0,1,1,0
190,4,2,4,8,4,0,1,0,0,5,4,0,2,4,6,2,1,2,3,1,3,0,3,1,0
191,1,0,2,3,3,0,0,0,0,5,1,1,0,5,2,4,0,0,3,0,1,3,3,2,0
192,3,1,2,0,1,3,4,1,5,3,4,0,4,7,1,0,6,1,3,2,5,2,4,1,2
193,1,2,3,0,0,5,1,1,1,1,1,3,0,1,1,1,0,0,1,0,1,0,2,1,2
194,2,0,4,0,0,3,4,1,0,1,1,1,0,2,1,1,2,2,0,2,3,1,1,2,3
195,1,0,1,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,3,2
196,0,3,1,6,2,1,1,0,2,3,2,0,3,2,1,1,1,3,2,4,1,1,4,0,1
197,1,2,3,4,5,1,1,3,0,2,6,6,3,2,1,1,0,1,3,1,3,3,2,5,1
198,1,1,1,1,1,1,2,0,2,0,1,2,0,2,0,1,1,1,1,1,1,0,1,0,1
199,2,2,1,1,0,0,2,1,0,0,0,3,1,1,2,0,0,1,2,2,0,1,0,1,2
200,5,1,1,0,1,0,3,3,0,1,1,3,5,1,1,1,1,4,2,0,3,1,0,0,1
201,0,0,0,0,1,2,2,0,1,1,0,1,3,2,0,1,0,2,1,0,2,1,1,1,1
202,0,0,1,0,0,1,4,1,5,1,0,0,1,0,2,0,5,0,1,0,1,1,1,0,2
203,0,1,3,2,4,1,2,1,2,2,1,0,1,2,0,4,2,0,6,1,3,6,2,2,0
204,0,0,1,1,1,0,0,4,0,1,2,1,1,3,2,2,1,1,2,1,2,1,3,1,1
205,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
206,1,1,0,2,2,0,0,1,0,1,1,0,2,1,2,1,1,3,0,1,3,1,1,0,1
207,1,0,1,2,2,0,0,2,1,1,4,1,3,2,0,2,3,1,0,2,1,1,0,2,0
208,1,1,2,1,4,0,3,1,1,3,4,1,2,1,3,1,2,1,1,0,0,0,4,2,4
209,2,0,1,1,0,2,4,1,0,4,0,0,0,3,1,1,3,0,0,1,1,1,3,0,6
210,3,2,1,1,2,1,1,3,3,6,2,0,2,3,7,3,1,3,4,2,3,2,8,3,0
211,2,0,0,1,2,0,1,0,1,1,2,2,3,0,2,1,0,0,0,0,0,0,0,0,1
212,2,1,2,1,5,3,1,2,2,1,1,0,2,2,1,2,1,1,0,2,3,0,2,1,1
213,1,0,3,0,2,0,4,1,1,0,0,0,0,0,1,2,1,1,1,0,2,0,0,0,3
214,0,3,2,1,1,6,8,3,1,2,0,1,4,5,2,4,2,2,2,2,1,2,1,2,2
215,3,4,1,0,2,0,3,3,1,1,2,6,1,1,1,0,1,0,0,1,0,1,0,1,0
216,4,0,4,1,2,6,4,3,2,2,0,1,2,0,2,1,7,4,0,6,2,1,0,1,2
217,1,0,1,1,0,1,0,0,1,1,3,2,0,1,0,1,0,0,0,2,1,0,0,1,0
218,5,2,4,0,6,1,6,1,4,2,1,0,5,2,4,0,7,2,1,1,5,4,0,3,1
219,1,1,1,0,1,0,1,3,1,1,1,0,0,1,1,2,1,1,0,4,1,0,3,4,0
220,3,1,1,0,0,0,0,3,0,3,2,2,0,5,1,1,0,1,3,0,2,3,1,1,1
221,0,0,2,1,0,4,4,0,0,0,0,2,2,0,1,1,1,0,0,2,2,2,0,2,5
222,0,0,0,2,1,1,1,3,1,0,1,2,1,1,2,2,0,1,5,4,1,0,3,4,2
223,2,0,1,0,1,4,6,0,3,0,0,2,2,1,2,3,3,0,1,3,1,2,1,3,1
224,1,3,3,4,5,0,0,2,1,3,3,1,0,4,2,1,0,5,1,1,2,1,2,0,1
225,1,3,2,0,1,1,3,0,0,3,0,1,0,2,3,2,1,2,4,2,4,1,0,1,1
226,2,3,1,0,1,1,2,4,2,1,2,1,1,2,0,0,1,0,2,1,1,3,3,2,0
227,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,1,2,0,1,0,0,0,2,0,1
228,1,2,3,1,3,3,4,1,5,1,2,0,6,0,2,2,7,1,2,1,3,1,2,3,1
229,1,4,1,2,3,0,0,3,1,2,1,3,1,2,1,0,0,0,0,0,3,1,1,1,0
230,1,2,0,0,4,2,1,2,3,0,0,1,2,1,3,2,1,2,3,4,0,0,1,1,4
231,1,4,2,0,0,1,2,2,0,1,1,4,1,1,3,0,0,3,0,0,2,1,1,2,0
232,1,0,5,3,2,2,1,4,0,2,4,2,3,1,1,2,2,4,0,4,1,5,2,5,3
233,1,0,2,8,2,0,0,1,2,2,4,3,2,3,3,1,0,6,9,0,3,0,2,2,0
234,1,3,0,0,5,0,6,0,1,1,3,2,2,0,2,2,0,0,1,0,1,1,2,0,6
235,2,1,4,2,5,2,4,1,4,5,5,2,2,5,2,4,3,2,3,0,2,1,2,3,2
236,1,1,3,0,2,2,1,1,1,2,2,5,0,2,2,1,3,2,3,1,2,1,1,2,1
237,2,2,6,2,5,3,4,2,5,2,0,6,4,3,2,0,4,2,2,2,3,3,4,1,4
238,1,1,2,4,6,0,0,0,1,3,2,1,3,2,5,9,2,4,4,0,5,2,4,0,0
239,0,0,1,1,0,2,2,1,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,3
240,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
241,0,0,1,1,0,0,2,2,1,0,2,3,1,3,1,0,1,1,1,1,0,0,0,1,1
242,3,3,2,1,0,3,1,2,1,1,1,1,0,0,0,0,4,2,0,1,1,4,1,2,0
243,0,0,0,3,1,0,0,2,1,1,2,0,3,2,1,1,2,3,0,3,0,3,1,1,2
244,2,2,2,0,2,0,1,1,0,1,1,2,3,2,3,0,2,1,3,1,2,2,1,2,0
245,1,0,3,0,0,0,0,1,1,2,0,2,1,0,7,0,0,0,0,1,2,0,1,2,3
246,0,2,1,3,1,1,1,4,0,0,3,2,1,0,2,0,0,1,2,0,4,1,3,2,0
247,0,2,1,1,2,4,5,2,1,1,4,4,2,0,1,0,1,1,1,0,3,1,2,0,3
248,1,1,3,1,1,0,6,1,0,0,0,1,1,1,2,1,1,2,2,0,0,2,0,0,1
249,3,2,0,1,1,0,1,3,0,2,1,1,4,1,3,2,1,3,3,1,2,1,2,1,0
250,2,1,1,3,5,6,7,1,1,2,1,3,0,2,3,1,0,1,0,2,3,1,0,2,7
251,2,0,2,3,2,0,0,1,1,3,3,0,1,3,1,2,2,1,3,0,2,1,3,2,2
252,4,0,4,1,1,3,7,2,3,1,0,2,1,1,0,2,1,2,1,1,2,3,0,1,0
253,1,2,1,0,0,0,2,1,1,0,0,1,0,1,2,1,1,3,2,1,1,1,0,2,1
254,0,2,1,2,2,2,1,0,0,0,0,1,0,2,1,0,0,2,1,2,1,3,0,0,1
255,2,1,1,2,1,1,5,2,0,0,2,4,0,0,0,1,1,0,1,1,0,0,0,1,1
256,0,4,2,2,1,1,0,1,1,1,0,3,1,0,1,2,1,0,0,1,3,1,1,0,1
257,3,1,4,0,2,0,2,1,3,0,1,0,0,4,5,0,0,2,0,1,1,0,2,1,4
258,1,2,2,1,2,2,4,0,1,0,2,3,3,0,2,1,0,1,0,7,3,1,1,1,2
259,0,0,2,0,0,2,1,0,2,1,0,2,3,0,2,1,1,1,0,0,2,1,1,2,4
260,0,1,3,2,2,2,0,3,2,2,2,0,2,2,2,4,0,0,1,0,3,2,4,0,0
261,0,1,2,2,5,0,2,1,3,5,5,0,1,4,2,3,3,2,2,0,2,0,2,1,0
262,1,0,1,0,2,0,2,1,1,1,1,2,1,2,2,0,1,0,2,0,0,1,1,1,3
263,3,0,1,3,5,0,1,1,1,4,4,0,0,5,1,1,0,0,4,2,3,2,5,0,0
264,0,0,0,0,0,0,3,1,2,0,0,1,0,0,2,0,0,0,1,0,1,1,1,0,2
265,1,0,0,2,2,1,2,2,2,1,0,2,2,0,3,1,3,3,1,4,1,0,2,3,3
266,2,0,1,2,2,5,4,3,3,3,1,0,0,1,1,1,1,2,0,1,2,1,3,0,7
267,1,2,1,0,2,1,0,0,1,4,1,3,4,2,4,2,1,4,2,0,6,2,3,0,3
268,2,0,4,1,7,3,2,8,10,2,2,0,6,0,1,5,10,2,6,0,6,11,1,0,2
269,1,1,0,0,0,1,2,1,0,1,1,1,1,3,1,0,3,0,0,1,0,3,0,0,1
